Id,Source,Translation,Comment
JWK-FM-Gameplay-Characterstatus-cbab7f7a-Icons,Icons,アイコン,
JWK-FM-Gameplay-Characterstatus-e3b5523c-Characterstatusi,"<b>Character status</b> is indicated by various icons shown on the HUD in the upper-right corner of the screen. Depending on your <b>difficulty settings</b>, some of the indicators listed below may not be displayed in your game.",<b>キャラクターステータス</b>は、画面右上のHUDに各種アイコンで表示されます。<b>難易度設定</b>によっては、以下のインジケーターの一部が表示されません。,
JWK-FM-Gameplay-Characterstatus-e481642a-Visibleifyourveh,"Visible if your vehicle is <b>wanted</b>. Its fill level represents how much <b>heat</b> your vehicle has, which reduces over time as the vehicle stays out of sight.",車両が<b>指名手配中</b>の場合に表示されます。アイコンの表示量が車両の<b>手配度</b>を表し、敵から見えない場所に置くと時間とともに低下します。,
JWK-FM-Gameplay-Commanding-30012d8c-Youcancommandasq,"You can command a squad using the vanilla commanding system. Your subordinates are persistent and in multiplayer sessions enter and exit the game with you. If your character dies, your squad will become detached. Any player, including you, can take command over a detached fighter by approaching them and using an action. Therefore, you can regain command if you return to your former squad with a new character quickly enough. A detached squad will disappear if there is no one nearby for a certain time.",原作の指揮システムで分隊を指揮できます。部下の状態は保存され、マルチプレイではプレイヤーとともにサーバーへ出入りします。キャラクターが死亡すると分隊は指揮官不在になりますが、プレイヤーが兵士へ近づいてアクションを実行すれば指揮を引き継げます。新しいキャラクターですぐ元の分隊へ戻れば、再び指揮できます。指揮官不在の分隊は、一定時間周囲に誰もいないと消滅します。,
JWK-FM-Gameplay-Commanding-Title,Commanding,指揮,
JWK-FM-Gameplay-Construction-18190382-Building,Building,建築,
JWK-FM-Gameplay-Construction-1c0b2d1d-militarybasesFOB,- military bases<br/>- FOBs<br/>- factories,- 軍事基地<br/>- FOB<br/>- 工場,
JWK-FM-Gameplay-Construction-47403c78-Buildablelocatio,Buildable locations,建設可能な場所,
JWK-FM-Gameplay-Construction-5e56e4d4-Typicallytheallo,"Typically, the allowed construction area reflects the physical bounds of the location - i.e. determined by the fenced off area. The total number of constructions at every location is limited for performance reasons.",通常、建設可能範囲はフェンスなどで区切られた地点の境界内です。パフォーマンス上の理由から、各地点には建設数の上限があります。,
JWK-FM-Gameplay-Construction-7772c3ac-Constructionincl,"Construction includes placement of various items in the world and building structures. Both these actions are available via <b>radial menu</b>, but will only appear if your character is equipped with an <b>entrenching tool</b>. Moreover, construction is only possible at specific locations controlled by the resistance, primarily at <b>operating bases</b>.",建設には、小物の配置と構造物の建築が含まれます。どちらも<b>ラジアルメニュー</b>から実行できますが、<b>塹壕構築ツール</b>を装備している場合にのみ表示されます。また、主に<b>作戦基地</b>など、レジスタンス支配下の特定地点でのみ建設できます。,
JWK-FM-Gameplay-Construction-96e13b49-Disassembly,Disassembly,分解,
JWK-FM-Gameplay-Construction-Title,Construction,建設,
JWK-FM-Gameplay-Construction-a3625008-Placeableobjects,"Placeable objects are smaller props that are paid for in money by the placing person. If an item can be owned, it will be automatically linked to the person placing it (for example: item storages).",設置物は、設置したプレイヤーが資金を支払う小型オブジェクトです。所有可能な場合は、設置したプレイヤーが自動的に所有者になります（収納箱など）。,
JWK-FM-Gameplay-Construction-c3cb9eb4-Variouslocations,"Various locations allow to construct different types of objects. In general, construction is possible at:",建設できる物は地点によって異なります。基本的に、次の場所で建設できます。,
JWK-FM-Gameplay-Construction-c628a961-Constructionscan,"Constructions can be removed by triggering an action while holding an entrenching tool in hand. Be careful with it, as you will not be reimbursed with any costs of the construction.",塹壕構築ツールを手に持ち、アクションを実行すると建造物を解体できます。解体しても建設費は返還されません。,
JWK-FM-Gameplay-Construction-ca2af7ad-Placement,Placement,配置,
JWK-FM-Gameplay-Construction-daa6c771-Buildablestructu,"Buildable structures cost resources, which are taken from the location storage. Structures belong to the resistance in general and are not linked to the specific person constructing them.",建造物には、その地点の貯蔵庫から物資を消費します。建造物はレジスタンス全体の所有物となり、建設したプレイヤー個人には紐づきません。,
JWK-FM-Gameplay-Fasttravel-0506f8fa-Clickonyourselec,"Click on your selected fast travel destination to plan a route. If the trip can be performed, this will create a marker at the cursor location. Click on the marker to confirm and perform the travel.",目的地をクリックしてルートを設定します。移動可能な場合はカーソル位置にマーカーが表示されるため、もう一度クリックしてファストトラベルを実行します。,
JWK-FM-Gameplay-Fasttravel-184aa371-Bydefaultfasttra,By default fast travel is only possible on main roads. If you want fast travel to be more accessible - or you're playing on a terrain with a very undeveloped road network - you can enable fast travel over dirt roads in the settings.,デフォルトでは幹線道路だけを使用します。利用できる範囲を広げたい場合や、道路網の少ない地形では、設定で未舗装路の使用を有効にできます。,
JWK-FM-Gameplay-Fasttravel-1c33c293-Settings,Settings,設定,
JWK-FM-Gameplay-Fasttravel-2c5dc745-Fasttravelmaybed,Fast travel may be disabled alltogether.,設定によってはファストトラベル自体が無効になります。,
JWK-FM-Gameplay-Fasttravel-312f8c0c-Maptool,Map tool,マップツール,
JWK-FM-Gameplay-Fasttravel-59046333-Youcannotfasttra,"You cannot fast travel while undercover. If you or any passenger appears as a combatant, you can only travel over resistance controlled territory.",潜入中はファストトラベルできません。プレイヤーまたは同乗者が戦闘員に見える場合は、レジスタンス支配地域だけを通行できます。,
JWK-FM-Gameplay-Fasttravel-Title,Fast travel,ファストトラベル,
JWK-FM-Gameplay-Fasttravel-b960cb04-Fasttravelwillco,"Fast travel will consume fuel using its own rate, separate from the base game fuel consumption rate. This factor can be also adjusted in settings.",ファストトラベルでは、原作とは別の計算で燃料を消費します。消費量は設定で変更できます。,
JWK-FM-Gameplay-Fasttravel-c155acf8-Fasttravelallows,"Fast travel allows you to skip driving your car over long distances and instantly appear at the destination. To use fast travel, you have to be in the driver seat of a functioning car, have enough fuel and be located on a road. Your travel destination must be also physically accessible by road.",ファストトラベルを使うと、長距離を運転せず瞬時に目的地へ移動できます。使用するには、走行可能な車両の運転席に座り、十分な燃料を積んだ状態で道路上にいる必要があります。目的地まで道路がつながっていることも条件です。,
JWK-FM-Gameplay-Fasttravel-e71344ab-Tousefasttravelo,"To use fast travel, open your map and select the fast travel tool (car icon) from the toolbox.",マップを開き、ツールボックスから車のアイコンのファストトラベルツールを選択します。,
JWK-FM-Gameplay-Illegalzones-4c63a8ca-Therearemanyarea,"There are many areas that are forbidden to enter for civilians. Any players spotted in these areas will be instantly shot and hunted. Depending on your settings, these areas will be marked in red on your map and/or you will see a status icon on your HUD upon entering them. There is no need to frantically check your map to avoid entering them by accident - they are usually fenced and accompany military bases, outposts, factories, and other military or strategic points of interest.",各地には民間人の立ち入りが禁止された区域があり、見つかると即座に攻撃・追跡されます。設定によってはマップ上に赤色で表示され、区域内へ入るとHUDにステータスアイコンが表示されます。通常はフェンスで囲まれ、軍事基地、前哨基地、工場などの軍事・戦略施設に併設されています。,
JWK-FM-Gameplay-Illegalzones-Title,Illegal zones,禁止区域,
JWK-FM-Gameplay-Illegalzones-b557e539-Militarypersonne,Military personnel is allowed to be present within illegal zones. You can <b>disguise</b> yourself in enemy uniform to walk around freely.,軍人は禁止区域へ入れます。敵の制服で<b>変装</b>すれば、区域内を自由に移動できます。,
JWK-FM-Gameplay-Money-26395fd0-Ifyouareextremel,"If you are extremely desperate, you can try extorting defenceless civilians. This should be your last resort, as it turns them hostile against you and makes you lose their hard-earned support.",どうしても資金が必要なら、無防備な民間人を脅して金を奪うこともできます。ただし、相手は敵対化し、苦労して得た支持も失うため、最後の手段にしてください。,
JWK-FM-Gameplay-Money-7c9038e6-Therearemultiple,"There are multiple ways to make money, but collecting enemy dogtags and turning them in to the resistance is the most rewarding one. You can also sell equipment looted from the enemy.",資金を稼ぐ方法はいくつかあります。特に報酬が高いのは、敵のドッグタグを回収してレジスタンスへ提出する方法です。敵から奪った装備も売却できます。,
JWK-FM-Gameplay-Money-8f5a541d-Youcantransfermo,"You can transfer money to another freedom fighter by accessing the radial menu and selecting the <b>Transfer money</b> option. To do so, you need to be in the immediate vicinity of the recipient. After money is sent, the transferee will receive a notification mentioning the sender name and amount of money received.",ラジアルメニューから<b>送金</b>を選ぶと、別のレジスタンス兵へ資金を渡せます。相手のすぐ近くで実行してください。送金すると、相手には送金者名と金額が通知されます。,
JWK-FM-Gameplay-Money-Title,Money,資金,
JWK-FM-Gameplay-Money-a30002b3-Moneymakesthewor,"<b>Money</b> makes the world go around and it is no different in <b>Freedom Fighters</b>. You will need it to buy gear, supplies, hire subordinates and expand your bases. Amount of possessed money can be checked at any moment by opening the inventory menu.",<b>資金</b>は<b>Freedom Fighters</b>でも欠かせません。装備や物資の購入、部下の雇用、基地の拡張に使用します。所持金はインベントリメニューでいつでも確認できます。,
JWK-FM-Gameplay-Money-cafbe4c5-Earningmethods,Earning methods,稼ぎ方,
JWK-FM-Gameplay-Money-d5ae6699-Yourmoneyisvirtu,"Your money is virtual, which means there is no in-game wallet item and your balance is tied to your player profile. What happens with your balance in case of your character death depends on your difficulty settings - ranging from no penalty, through fixed fee, to a complete loss.",資金はアイテムとして所持するのではなく、プレイヤープロフィールに記録されます。死亡時の扱いは難易度設定で変わり、損失なし、固定額の支払い、全額喪失のいずれかになります。,
JWK-FM-Gameplay-Money-dc3800b7-Youcanselectthec,You can select the currency used in your run during game setup. Selected currency format has no effect on the gameplay and is purely a cosmetic/role-playing change.,ゲーム開始時に使用する通貨を選択できます。表示形式だけが変わり、ゲームプレイには影響しません。,
JWK-FM-Gameplay-Money-f76891d6-Transferring,Transferring,送金,
JWK-FM-Gameplay-Ownership-006d84b1-Toacquireownersh,"To acquire ownership over an item, it must have no prior owner. In that case, you will see a <b>Claim ownership</b> action on the item. Just use it to claim the item as your own. If you are placing objects and the object can be owned, you will automatically claim ownership over it.",所有者のいないアイテムには<b>所有権を取得</b>アクションが表示されます。実行すると自分の所有物になります。所有可能なオブジェクトを設置した場合は、自動的に所有権を取得します。,
JWK-FM-Gameplay-Ownership-018bb400-Variousitemsinth,"Various items in the world can be <b>owned by freedom fighters</b> - such as containers placed in operating bases and vehicles found in the world. The <b>owner</b> can lock the item, restricting other players' access. Both lock state and ownership is persisted. This is useful if you want to keep your personal belongings secure, or make sure no reckless driver hijacks your valuable vehicle at a resistance base.",作戦基地に置いた収納箱や、各地で見つけた車両などは<b>レジスタンス兵が所有</b>できます。<b>所有者</b>はアイテムをロックし、他のプレイヤーのアクセスを制限できます。ロック状態と所有権は保存されます。私物を守ったり、基地内の車両を他人に持ち去られないようにしたりする場合に役立ちます。,
JWK-FM-Gameplay-Ownership-31337544-Somevehiclesdoor,"Some vehicles, doors or containers cannot be opened even with a lockpick.",一部の車両、ドア、収納箱はロックピックでも開けられません。,
JWK-FM-Gameplay-Ownership-4413969f-Management,Management,管理,
JWK-FM-Gameplay-Ownership-6b5fcdfe-Manydoorscanbeop,"Many doors can be opened if you know the right people - or... have the right tools. If you're not much of a social person, you can purchase the latter from resistance members.",顔が利けば、多くの扉を開けられます。そうでなければ……道具を使いましょう。ロックピックはレジスタンスのメンバーから購入できます。,
JWK-FM-Gameplay-Ownership-773b1dfe-Sometimesyoumaya,"Sometimes you may also want to pass the ownership to another player, for example if you are building containers for your squad. In that case you can use <b>Abandon ownership</b> action to release the item. Afterwards, it can be claimed by any other player. Abandoning the item will also automatically unlock it.",分隊用の収納箱を建設した場合など、別のプレイヤーへ所有権を渡したいことがあります。その場合は<b>所有権を放棄</b>を実行してください。所有者がいなくなり、他のプレイヤーが取得できるようになります。放棄するとロックも自動的に解除されます。,
JWK-FM-Gameplay-Ownership-Title,Ownership,所有,
JWK-FM-Gameplay-Ownership-c682b645-Tobeginthelockpi,"To begin, the lockpick must be equipped in hand. Be careful, as lockpicks are illegal to carry, and using them will make you wanted or break your disguise. The lockpicking action takes a few seconds to complete, and you may not succeed on your first try. A lockpick may also break during the process, so it's best to carry a few of them.",ロックピックを手に装備するとピッキングを開始できます。ロックピックの携行は違法で、使用すると指名手配されたり変装が解けたりします。完了まで数秒かかり、一度で成功するとは限りません。途中で壊れる場合もあるため、複数持っておくと安心です。,
JWK-FM-Gameplay-Radialmenu-25a25738-Basicfeaturesava,"<b>Basic features available via the radial menu include:</b><br/>- Accessing <b>journal</b>, containing details about your current tasks<br/>- Accessing <b>campaign progress</b> menu, which lists your high-level objectives required to win the uprising<br/>- <b>Transferring money</b> to nearby <b>freedom fighters</b><br/>- Accessing placing and construction menus<br/>- Accessing <b>placing</b> and <b>construction</b> menus",<b>ラジアルメニューから利用できる基本機能は次のとおりです:</b><br/>- 現在のタスクに関する詳細が含まれる <b>ジャーナル</b> へのアクセス<br/>- 蜂起に勝つために必要な高レベルの目標をリストした <b>キャンペーン進行</b> メニューへのアクセス<br/>- 近くの<b>レジスタンス兵</b>への<b>送金</b><br/>- 配置および建設メニューへのアクセス<br/>- <b>配置</b> メニューと <b>構築</b> メニューへのアクセス,
JWK-FM-Gameplay-Radialmenu-Title,Radial menu,ラジアルメニュー,
JWK-FM-Gameplay-Radialmenu-e30ccca2-Opentheradialmen,"Open the radial menu by pressing <b>J</b> to access various features specific to *Freedom Fighters*. This menu is context-aware, which means the options available within the menu may depend on your character state, objects in your vicinity, equipped tools and other. When additional options are available, you will usually see an on-screen prompt in the lower part of your screen.",<b>J</b>を押してラジアルメニューを開くと、*Freedom Fighters*固有の機能を利用できます。表示される項目は、キャラクターの状態、周囲のオブジェクト、装備中の道具などで変化します。追加の項目を利用できる場合は、通常、画面下部に操作案内が表示されます。,
JWK-FM-Gameplay-Radio-13458bcc-Youcanuseanyhand,"You can use any handheld radio to communicate with the resistance. To do so, you must equip the radio in hand and interact with it using the <b>radial menu</b>. You will see a call to action when the interaction is available. Remember to turn the radio on and tune it to required frequency. You also need to be within range of a controlled radio site.",レジスタンスとの通信には携帯無線機を使用します。無線機を手に装備し、<b>ラジアルメニュー</b>から操作してください。利用可能になると画面に操作案内が表示されます。電源を入れ、指定された周波数に合わせる必要があります。また、レジスタンスが管理する無線塔の通信範囲内でなければなりません。,
JWK-FM-Gameplay-Radio-Title,Radio,無線,
JWK-FM-Gameplay-Respawn-0b386139-Towns,Towns,町,
JWK-FM-Gameplay-Respawn-0f591aee-Afterjoiningthef,"After joining the fight for the first time, or after an unfortunate death, the player will be faced with the <b>deployment map tool</b>. In this view, they can select the respawn location they wish to use. If there is no location available, the player has to wait until remaining players reenable respawn availability. If there are no remaining players alive, the campaign will fail.",初めて戦闘へ参加するときや死亡後は、<b>配備ツール</b>が表示され、リスポーン地点を選択できます。利用できる地点がない場合は、ほかのプレイヤーがリスポーン地点を再び利用可能にするまで待つ必要があります。生存中のプレイヤーが一人もいなくなると、キャンペーンは敗北となります。,
JWK-FM-Gameplay-Respawn-1ae64749-Tospawninatownth,"To spawn in a town, there must be at least one <b>supporter</b> in the local population. By spawning, the player takes control of a civilian character that is taken away from the supporters amount. Town population is not affected by this.",町でリスポーンするには、住民に<b>支持者</b>が少なくとも一人必要です。リスポーン時には支持者一人を消費し、その民間人を操作します。町の総人口は減りません。,
JWK-FM-Gameplay-Respawn-4b5620b6-Spawningatoperat,"Spawning at <b>operating bases</b> consumes a certain amount of resources, depending on the <b>operating base</b> type. Respawn cost, along with available resources at the base, is always shown in the <b>deployment map tool</b>.",<b>作戦基地</b>でのリスポーンには、<b>作戦基地</b>の種類に応じた量の物資を消費します。必要な物資と基地の在庫は、<b>配備ツール</b>に表示されます。,
JWK-FM-Gameplay-Respawn-8ddf3d73-Operatingbases,Operating bases,作戦基地,
JWK-FM-Gameplay-Respawn-906dc6ea-Spawnedcharacter,Spawned character will have a mix of resistance clothes and no equipment at all.,レジスタンスの服装からランダムに選ばれ、装備なしでスポーンします。,
JWK-FM-Gameplay-Respawn-9d2e62ef-Spawnedcharacter,"Spawned character will have civilian clothes, a basic handgun, a map and some bag.",私服姿で、基本的な拳銃、マップ、バッグを持ってスポーンします。,
JWK-FM-Gameplay-Respawn-Title,Respawn,リスポーン,
JWK-FM-Gameplay-Resting-08bd2eb2-Healing,Healing,回復,
JWK-FM-Gameplay-Resting-0a142ed0-Youcanusemostbed,"You can use most beds found in the world to <b>rest</b>. Resting advances time, which is useful if you want to skip night-time or, to the contrary, you want to carry out an assault in the dark.",各地にある大半のベッドで<b>休息</b>できます。休息すると時間が進むため、夜を飛ばしたり、逆に夜襲の時間まで待ったりできます。,
JWK-FM-Gameplay-Resting-1d960dec-AdditionallyChar,"Additionally:<br/>- Character cannot be <b>wanted</b><br/>- If character is in <b>combat attire</b>, there cannot be enemies nearby<br/>- Bed cannot be in <b>illegal area</b>",その他の条件：<br/>- キャラクターが<b>指名手配中</b>でない<br/>- <b>戦闘服</b>を着ている場合、近くに敵がいない<br/>- ベッドが<b>禁止区域</b>内にない,
JWK-FM-Gameplay-Resting-28bffe0d-Torestyouhavetoi,"To rest, you have to interact with a bed and select resting duration in the menu. In multiplayer, all players spawned in-world need to get near beds and confirm their readiness to rest. It is not possible to change planned rest duration while players are waiting. To do so, all players must cancel their readiness (or exit resting menu), which will clear currently planned rest.",ベッドを操作し、メニューから休息時間を選択します。マルチプレイでは、ワールド内にいる全プレイヤーがベッドの近くへ移動し、準備完了にする必要があります。待機中は予定時間を変更できません。全員が準備完了を取り消すか休息メニューを閉じると、予定を解除できます。,
JWK-FM-Gameplay-Resting-540d93e8-Dependingonyourd,"Depending on your difficulty settings, resting may heal player characters. Damage is healed in full, independently of the rest duration.",難易度設定によっては、休息するとプレイヤーの負傷が完全に回復します。休息時間の長さは影響しません。,
JWK-FM-Gameplay-Resting-55b14b8e-Onceallrequiredp,"Once all required players are ready, a timelapse will occur, fast-forwarding by the selected duration.",必要なプレイヤー全員が準備完了になると、選択した時間まで早送りします。,
JWK-FM-Gameplay-Resting-688f7a52-Requirements,Requirements,要件,
JWK-FM-Gameplay-Resting-83c2e8a8-Eachplayerneedst,Each player needs to have a <b>wristwatch</b> in order to wake up at the planned time.,予定した時刻に起きるには、各プレイヤーが<b>腕時計</b>を所持している必要があります。,
JWK-FM-Gameplay-Resting-Title,Resting,休息,
JWK-FM-Gameplay-Title,Gameplay,ゲームプレイ,
JWK-FM-Gameplay-Undercover-1c1d09e1-Placingexplosive,Placing explosives or throwing away military gear on the ground will blow your cover.,爆発物を設置したり、軍用装備を地面へ捨てたりすると変装が解けます。,
JWK-FM-Gameplay-Undercover-296dcf24-Usingvehicleswit,Using vehicles without an explicit permission is not allowed. Interacting with parked enemy vehicles will instantly give you away.,許可なく車両を使用することはできません。駐車中の敵車両を操作すると、即座に正体がばれます。,
JWK-FM-Gameplay-Undercover-560c21f4-Breakingthecover,Breaking the cover,変装が解ける行動,
JWK-FM-Gameplay-Undercover-5a2bd755-Havingbloodiedun,Having bloodied uniform will make you suspicious and won't allow to enter disguised state.,血で汚れた軍服では怪しまれ、潜入状態になれません。,
JWK-FM-Gameplay-Undercover-87d9fe0f-Manyactivitieswi,Many activities will make you suspicious and break your cover.,不審な行動を取ると怪しまれ、変装が解けます。,
JWK-FM-Gameplay-Undercover-89a57bb0-Dependingonyourd,"Depending on your difficulty settings, you will see a <b>status icon</b> when your character is undercover.",難易度設定によっては、潜入中に<b>ステータスアイコン</b>が表示されます。,
JWK-FM-Gameplay-Undercover-9f9768ef-Likewisearandoms,"Likewise, a random soldier is not just allowed to take supplies as they please. Interacting with supply storages will make you wanted.",兵士だからといって、物資を自由に持ち出せるわけではありません。物資貯蔵庫を操作すると指名手配されます。,
JWK-FM-Gameplay-Undercover-Title,Undercover,潜入,
JWK-FM-Gameplay-Undercover-ad707e76-Bywearingcomplet,"By wearing complete enemy uniform your character can go <b>undercover</b>. In this state, you can enter <b>illegal areas</b>, openly carry weapons (if the weapon belongs to the enemy faction), and drive enemy vehicles without attracting attention. The cover can be blown if you act suspiciously or open fire.",敵軍の制服一式を身につけると<b>潜入</b>状態になります。<b>禁止区域</b>への立ち入り、敵勢力の武器の携行、敵車両の運転を怪しまれずに行えます。ただし、不審な行動や発砲によって変装が解けます。,
JWK-FM-Gameplay-Undercover-ea4418c5-Keepinmindthatbe,Keep in mind that being in disguise will trick other resistance members as well. You will be shot at by friendlies if you are seen in disguise.,変装は味方のレジスタンス兵も欺きます。変装中の姿を見られると友軍から攻撃されます。,
JWK-FM-General-Difficultysettings-1c48f8f3-Presets,Presets,プリセット,
JWK-FM-General-Difficultysettings-2243e7c5-Ifyouareanadmini,"If you are an administrator, you can access the difficulty settings interface during playthrough by accessing the FF admin menu (through the base game's pause menu).",管理者は、原作のポーズメニューからFreedom Fightersの管理者メニューを開くと、プレイ中に難易度設定を変更できます。,
JWK-FM-General-Difficultysettings-47058037-Someoptionscanno,"Some options cannot be changed after the game has been started, so attempting to select a preset at runtime will always result in the preset switching to <b>Custom</b>. That's because FF will apply all possible settings from your preset of choice, while leaving unchangeable ones at their original values, resulting in a custom set.",ゲーム開始後に変更できない項目があるため、プレイ中にプリセットを選ぶと表示は必ず<b>カスタム</b>になります。変更可能な項目だけが選択したプリセットの値になり、それ以外は元の値を維持するためです。,
JWK-FM-General-Difficultysettings-4bf25a49-Whenstartinganew,"When starting a new game, you can modify various settings to adjust the difficulty and mechanics to your play style. Although these are collectively called difficulty settings, some of the choices are rather a matter of preference. Almost all of the settings can be changed at any point later during the playthrough.",ニューゲームでは、難易度や各種ルールをプレイスタイルに合わせて調整できます。総称して難易度設定と呼びますが、難しさではなく好みに関わる項目もあります。ほぼすべての設定はプレイ中でも変更できます。,
JWK-FM-General-Difficultysettings-9d638641-Bydefaultregular,"By default, regular players can access the difficulty settings interface in a read-only mode to inspect the settings selected, also via the pause menu. This can be turned off in the miscellaneous section of the settings.",一般プレイヤーも、ポーズメニューから難易度設定を閲覧専用で確認できます。この機能は設定の「その他」で無効にできます。,
JWK-FM-General-Difficultysettings-Title,Difficulty settings,難易度設定,
JWK-FM-General-Difficultysettings-d1b0e7f9-Youcanquicklycha,"You can quickly change all settings by selecting one of the predefined presets. Selecting a preset does not prevent you from adjusting the settings further - if you change any of the options, the preset selector will automatically switch to <b>Custom</b>, retaining all other settings from the preset. This way you can use any of the presets as a starting point.",プリセットを選択すると、すべての設定をまとめて変更できます。選択後も個別に調整でき、いずれかの項目を変えるとプリセット表示は自動的に<b>カスタム</b>へ切り替わります。ほかの設定値は維持されるため、任意のプリセットを調整の出発点にできます。,
JWK-FM-General-Difficultysettings-eae24d1e-Ifthisisyourfirs,"If this is your first playthrough, we recommend using <b>Normal</b> preset to experience a balanced gameplay the way it was envisioned.",初めてプレイする場合は、想定されたバランスで遊べる<b>ノーマル</b>プリセットをおすすめします。,
JWK-FM-General-Gamemaster-08b1c362-Youcanediteachpl,You can edit each player's money balance and heat level by accessing their character attributes via the GM interface.,ゲームマスター画面からキャラクター属性を開くと、各プレイヤーの所持金と手配度を編集できます。,
JWK-FM-General-Gamemaster-5e41abf4-Spawningunitsorv,"Spawning units or vehicles from factions that are not used by FF (i.e., not assigned to any role in the current campaign) is not supported and may lead to unexpected bugs. Due to certain limitations in the base game, the ability to edit factions and/or issue them custom tasks via the GM is disabled when playing FF.",Freedom Fightersで使用していない勢力、つまり現在のキャンペーンで役割を持たない勢力のユニットや車両を出現させると、予期しない不具合が起こる場合があります。原作側の制約により、Freedom Fightersのプレイ中は勢力の編集と、ゲームマスターから勢力への独自タスク発行が無効になります。,
JWK-FM-General-Gamemaster-Title,Game master,ゲームマスター,
JWK-FM-General-Gamemaster-a134dceb-UsingtheGMistypi,Using the GM is typically useful for removing stuck AI characters or clearing road jams. It is safe to remove units spawned by FF.,ゲームマスターは、動けなくなったAIの削除や交通渋滞の解消などに利用できます。Freedom Fightersが生成したユニットは安全に削除できます。,
JWK-FM-General-Gamemaster-e1ae8d1f-FreedomFightersi,"Freedom Fighters is not specifically designed to be played like a Game Master session, but using the GM is generally safe. Any units or vehicles spawned in the world should not interfere with or break FF, although they may be ignored by some FF functionalities.",Freedom Fightersはゲームマスターセッションとしてのプレイを前提にはしていませんが、通常はGMを使用しても問題ありません。ワールドにスポーンさせたユニットや車両がFreedom Fightersに干渉したり、機能を壊したりすることはありません。ただし、Freedom Fightersの一部機能では無視される場合があります。,
JWK-FM-General-NewGame-12f43a92-Factions,Factions,勢力,
JWK-FM-General-NewGame-1ea712a9-Duetomanyadditio,"Due to many additional features, <b>Freedom Fighters</b> is not automatically compatible with modded factions. In the base version, you can play as <b>FIA</b>, and choose between <b>USA</b> and <b>USSR</b> in the roles of allied and enemy factions. Multiple community-made factions are available with addition of extra compatibility mods, so make sure to search through the Arma Reforger Workshop or the relevant Discord community area to download them.",追加機能が多いため、<b>Freedom Fighters</b>はMOD勢力へ自動では対応しません。基本構成では<b>FIA</b>としてプレイし、友軍と敵軍に<b>アメリカ軍</b>または<b>ソ連軍</b>を選択できます。コミュニティ製勢力を使用するには、対応MODをArma Reforger Workshopや関連Discordコミュニティで探してください。,
JWK-FM-General-NewGame-432ca4f4-Othersettings,Other settings,その他の設定,
JWK-FM-General-NewGame-6fadf98b-playerfactionthe,"- <b>player faction</b>: the resistance faction. Irregular forces that will use a mix of their own and allied faction equipment.<br/>- <b>enemy faction</b>: the occupier faction. Regular and organized army, controlling all significant points on the map, with no shortage of assets.<br/>- <b>allied faction</b>: external power that supplies the resistance with political and military aid. Not directly present in the world, but the resistance may have access to some of its weapons and vehicles.<br/>- <b>civilian faction</b>: the local population, present in towns and non-military facilities. Depending on world events, specific characters may become supporters of the resistance or occupier forces and become involved.",- <b>プレイヤー勢力</b>：レジスタンスとして操作する非正規部隊。自勢力と友軍勢力の装備を組み合わせて使用します。<br/>- <b>敵勢力</b>：全重要地点を支配する占領軍。豊富な装備を持つ正規軍です。<br/>- <b>友軍勢力</b>：レジスタンスへ政治・軍事支援を行う国外勢力。直接は登場しませんが、一部の武器や車両を利用できます。<br/>- <b>民間勢力</b>：町や非軍事施設に暮らす住民。状況に応じてレジスタンスまたは占領軍を支持します。,
JWK-FM-General-NewGame-72f97d2c-Setupconfigurati,"<b>Setup configuration cannot be changed</b> after the game has started. If you want to change the factions, you need to start a fresh playthrough. However, almost all difficulty settings can be changed, even when the game is running.",ゲーム開始後は<b>初期設定を変更できません</b>。勢力を変えるには新しいキャンペーンを始める必要があります。ただし、ほぼすべての難易度設定はプレイ中でも変更できます。,
JWK-FM-General-NewGame-8b5610f6-Ifthereisnoadmin,"If there is no administrator present, a short timer will start, after which the game will start automatically with default settings. This prevents unattended servers from being stuck in the pre game screen. That behavior can be disabled in the server configuration file. The timer is stopped if an administrator logs in, so you can take your time to adjust the settings or wait for everyone to join.",管理者がいない場合は短いカウントダウンの後、デフォルト設定で自動的に開始します。これにより、無人サーバーが開始前画面で止まり続けることを防ぎます。この動作はサーバー設定ファイルで無効にできます。管理者がログインするとカウントダウンは停止するため、設定の調整や参加者の待機に時間を使えます。,
JWK-FM-General-NewGame-Title,New Game,New Game,
JWK-FM-General-NewGame-adb038dd-Youcanalsochange,"You can also change the displayed format of the ingame currency to your liking. This is a purely cosmetic feature and has no impact on the actual gameplay mechanics. By default, Arland and Everon scenarios use <b>tollars</b> (Ŧ), which is the canon currency on Everon, while Kolguyev scenario defaults to roubles.",ゲーム内通貨の表示形式も変更できます。見た目だけの設定で、ゲームプレイには影響しません。デフォルトでは、アーランドとエヴェロンで現地通貨の<b>トラー</b>（Ŧ）、コルグエフでルーブルを使用します。,
JWK-FM-General-NewGame-caa7c4ea-Whetheryoulaunch,"Whether you launch via single player scenario, host a local server or set up a dedicated server, new <b>Freedom Fighters</b> game is started using an ingame UI. All three playing methods are supported. Moreover, you can freely switch between single player and a locally hosted server - your campaign progres will carry over seamlessly.",シングルプレイ、ローカルサーバー、専用サーバーのいずれでも、<b>Freedom Fighters</b>のニューゲームはゲーム内画面から開始します。シングルプレイとローカルサーバーは、キャンペーン進行を維持したまま切り替えられます。,
